sample,Sample_name,Locus,tech,Hash,nReads,rank,kingdom,phylum,class,order,family,genus,species,taxon,MiSeqRun
MC_C,87,BF3,3,24329888e20b63e52c9b1d5607db61741a292db9,584,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,87,BF3,3,9723040507573295908370f302b0a00c5c28f813,329,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,87,BF3,3,cb78c0621986feeaabb95bfa7e7749886ef4d946,290,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_C,87,BF3,3,504bee3b87acb1718dc9397b385a50174c656db2,301,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_C,87,BF3,3,c54656792b00892c72285c3e6ac7c42d32db8afa,686,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_C,87,BF3,3,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,104,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_C,87,BF3,3,82eb0bcdcf88b18b8378afb56623045fdc7dc74e,53,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_A,82,BF3,1,5788d9dc7676015bdad42714abfc36866ef9dde3,20347,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,fd21a4a69e41031e050b80c96a578a2b0e1575ad,23275,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_A,82,BF3,1,41384eb53ebdac9ad36e75109961bdacfada2509,15622,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_A,82,BF3,1,35bcbb88b7a1827e9131054759e25603a6ef1e4b,13064,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,82,BF3,1,5cc5bda34a61687ff23dd35422f3f67055889af9,20950,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,fa07c137c879896a4b3550b677aac7c27dd4f250,38785,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,82,BF3,1,fdc80ae5c5d103b2e88889628d1e88288fe07089,8714,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_A,82,BF3,1,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,5828,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_A,82,BF3,1,0ab1ec29c0fb16023698a253b1a05c9bb55d6eef,532,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,5912de453e37344840868fe7776e6f84659742f2,4830,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,5
MC_A,82,BF3,1,85ae8b995a1c9e5d9f4b6e265538078035f220d2,805,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_A,82,BF3,1,aee053d6803cdb5a8171495d7b79efae9b68c8f7,417,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_A,82,BF3,1,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,411,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_A,82,BF3,1,8631c8817a3e0f66abffa477be2f44653cfe0d60,235,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,24329888e20b63e52c9b1d5607db61741a292db9,312,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,82,BF3,1,03b43dad6d40a4c17a2f64069afcc82a9a4ec886,118,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,befec3cb525983c44fa97460953a90ff584b8d47,107,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,9723040507573295908370f302b0a00c5c28f813,191,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,82,BF3,1,cb78c0621986feeaabb95bfa7e7749886ef4d946,225,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_A,82,BF3,1,2709a4d571ff42851d46d65445d311688eec7689,102,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,684810f8d05a81ac45c0f6b21180c2a1700b5b29,95,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,f1b6cbe188bc13d30320ad0d31d6b4a5b602218f,84,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,236bca3206ed3c0579926bb1ee98706ea6e8e5d4,165,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,82,BF3,1,bd4bfd82c9d2e9197acdcb72a61e091f01ea2247,61,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,82,BF3,1,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,30,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_A,82,BF3,1,4ad6c700ef839622bedc3a38054b9536e8eaf552,95,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,82,BF3,1,095a1db4868c8536e38474706caa7dc687c80a88,137,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,82,BF3,1,5063322535c4f9af1322193a29f070001788c0f8,84,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,82,BF3,1,69db482581babf8ff2147a5227bbc75b7b812372,55,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,82,BF3,1,e77f991d4257d06ecfc262cd80db694f09d175cd,31,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,921a619530265c77845aff59fa0e09fb1ca270cb,30,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,c83c18383ae13d277c6282da9a6a7b9ef53c4e0a,18,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,8043288a8de0a1058d0b10037e7dda473e0111f3,57,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_A,82,BF3,1,9350764a853200e43866e583cec74382bfda6859,13,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,46058688dff6ad0c446936715da0b6d461d66ff4,13,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,fc127fcfc249e1ae3bf9d34034d47799adeaa313,17,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_A,82,BF3,1,186b554f89da35730269f805e1bbcbc09b638a7a,16,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,ab31e5f57ed2d9b016490f5984e774717131c0c0,37,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,82,BF3,1,237f0530614c80339d744ab893dde432eba39592,25,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_A,82,BF3,1,57f93ec05f3192f667645192b0cab92062bf5414,18,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,afc95c4fb5e4a9a9aec7b140b40a156ef45c4617,19,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,82,BF3,1,9702f8fe5bf5f9cd5e7b32e0a985eda541115b40,15,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,5788d9dc7676015bdad42714abfc36866ef9dde3,17735,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,fd21a4a69e41031e050b80c96a578a2b0e1575ad,20079,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_A,83,BF3,2,41384eb53ebdac9ad36e75109961bdacfada2509,14391,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_A,83,BF3,2,35bcbb88b7a1827e9131054759e25603a6ef1e4b,12020,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,83,BF3,2,5cc5bda34a61687ff23dd35422f3f67055889af9,18662,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,fa07c137c879896a4b3550b677aac7c27dd4f250,32608,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,83,BF3,2,fdc80ae5c5d103b2e88889628d1e88288fe07089,6594,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_A,83,BF3,2,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,4708,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_A,83,BF3,2,0ab1ec29c0fb16023698a253b1a05c9bb55d6eef,535,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,5912de453e37344840868fe7776e6f84659742f2,4482,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,5
MC_A,83,BF3,2,85ae8b995a1c9e5d9f4b6e265538078035f220d2,835,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_A,83,BF3,2,aee053d6803cdb5a8171495d7b79efae9b68c8f7,366,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_A,83,BF3,2,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,476,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_A,83,BF3,2,8631c8817a3e0f66abffa477be2f44653cfe0d60,207,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,24329888e20b63e52c9b1d5607db61741a292db9,360,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,83,BF3,2,03b43dad6d40a4c17a2f64069afcc82a9a4ec886,112,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,befec3cb525983c44fa97460953a90ff584b8d47,105,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,9723040507573295908370f302b0a00c5c28f813,194,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,83,BF3,2,cb78c0621986feeaabb95bfa7e7749886ef4d946,217,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_A,83,BF3,2,2709a4d571ff42851d46d65445d311688eec7689,129,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,684810f8d05a81ac45c0f6b21180c2a1700b5b29,122,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,c938feebe9c4f07d78eddcd90cb135f5edc042dd,481,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,f1b6cbe188bc13d30320ad0d31d6b4a5b602218f,67,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,236bca3206ed3c0579926bb1ee98706ea6e8e5d4,118,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,83,BF3,2,efb197d2602c22b55183b2b84a6f64c1e7d77c5e,872,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,83,BF3,2,bd4bfd82c9d2e9197acdcb72a61e091f01ea2247,69,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,32,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_A,83,BF3,2,4ad6c700ef839622bedc3a38054b9536e8eaf552,60,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,83,BF3,2,095a1db4868c8536e38474706caa7dc687c80a88,107,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,83,BF3,2,26829b459ed76ee1c57239664f0d0a64a8e93c69,6,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,83,BF3,2,5063322535c4f9af1322193a29f070001788c0f8,98,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,83,BF3,2,1213612785627a26f9995b9f29b2f7daf628ab3a,57,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_A,83,BF3,2,69db482581babf8ff2147a5227bbc75b7b812372,48,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,83,BF3,2,e77f991d4257d06ecfc262cd80db694f09d175cd,23,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,e82e42f5c2fcea439411da08ee94aa0dfd8b36e0,134,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,921a619530265c77845aff59fa0e09fb1ca270cb,29,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,c83c18383ae13d277c6282da9a6a7b9ef53c4e0a,14,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,9350764a853200e43866e583cec74382bfda6859,13,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,46058688dff6ad0c446936715da0b6d461d66ff4,9,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,fc127fcfc249e1ae3bf9d34034d47799adeaa313,24,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_A,83,BF3,2,ab31e5f57ed2d9b016490f5984e774717131c0c0,35,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,83,BF3,2,da9cdfcb1de7ec448fdbb0732149484d3edf98e8,11,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,afc95c4fb5e4a9a9aec7b140b40a156ef45c4617,17,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,83,BF3,2,9702f8fe5bf5f9cd5e7b32e0a985eda541115b40,9,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,84,BF3,3,5788d9dc7676015bdad42714abfc36866ef9dde3,15846,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,fd21a4a69e41031e050b80c96a578a2b0e1575ad,17036,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,5
MC_A,84,BF3,3,41384eb53ebdac9ad36e75109961bdacfada2509,12954,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_A,84,BF3,3,35bcbb88b7a1827e9131054759e25603a6ef1e4b,10733,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,84,BF3,3,5cc5bda34a61687ff23dd35422f3f67055889af9,17005,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,84,BF3,3,fa07c137c879896a4b3550b677aac7c27dd4f250,30705,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,84,BF3,3,fdc80ae5c5d103b2e88889628d1e88288fe07089,5908,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_A,84,BF3,3,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,4150,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_A,84,BF3,3,0ab1ec29c0fb16023698a253b1a05c9bb55d6eef,463,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,5912de453e37344840868fe7776e6f84659742f2,4075,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,5
MC_A,84,BF3,3,85ae8b995a1c9e5d9f4b6e265538078035f220d2,793,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_A,84,BF3,3,aee053d6803cdb5a8171495d7b79efae9b68c8f7,428,species,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,5
MC_A,84,BF3,3,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,370,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,5
MC_A,84,BF3,3,8631c8817a3e0f66abffa477be2f44653cfe0d60,176,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,24329888e20b63e52c9b1d5607db61741a292db9,301,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,84,BF3,3,03b43dad6d40a4c17a2f64069afcc82a9a4ec886,107,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,befec3cb525983c44fa97460953a90ff584b8d47,108,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,9723040507573295908370f302b0a00c5c28f813,192,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,5
MC_A,84,BF3,3,cb78c0621986feeaabb95bfa7e7749886ef4d946,175,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_A,84,BF3,3,2709a4d571ff42851d46d65445d311688eec7689,83,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,684810f8d05a81ac45c0f6b21180c2a1700b5b29,102,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,f1b6cbe188bc13d30320ad0d31d6b4a5b602218f,54,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,236bca3206ed3c0579926bb1ee98706ea6e8e5d4,112,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,84,BF3,3,bd4bfd82c9d2e9197acdcb72a61e091f01ea2247,71,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_A,84,BF3,3,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,31,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,5
MC_A,84,BF3,3,4ad6c700ef839622bedc3a38054b9536e8eaf552,81,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,84,BF3,3,095a1db4868c8536e38474706caa7dc687c80a88,79,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,84,BF3,3,5063322535c4f9af1322193a29f070001788c0f8,77,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,84,BF3,3,1213612785627a26f9995b9f29b2f7daf628ab3a,68,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_A,84,BF3,3,69db482581babf8ff2147a5227bbc75b7b812372,70,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,84,BF3,3,921a619530265c77845aff59fa0e09fb1ca270cb,13,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,84,BF3,3,c83c18383ae13d277c6282da9a6a7b9ef53c4e0a,16,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,84,BF3,3,9350764a853200e43866e583cec74382bfda6859,16,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,84,BF3,3,46058688dff6ad0c446936715da0b6d461d66ff4,14,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,84,BF3,3,fc127fcfc249e1ae3bf9d34034d47799adeaa313,10,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_A,84,BF3,3,186b554f89da35730269f805e1bbcbc09b638a7a,13,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,84,BF3,3,237f0530614c80339d744ab893dde432eba39592,30,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,5
MC_A,84,BF3,3,da9cdfcb1de7ec448fdbb0732149484d3edf98e8,18,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,5
MC_A,84,BF3,3,ed1d55bd8ec51b350b71bc21f4ac357c7d54fb32,8,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,5
MC_A,84,BF3,3,48556384668bb062680da44bbfc9c20045bacf95,7,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,5
MC_A,84,BF3,3,d6aa449b2cbe2b8aac8feabf805017334bf307eb,4,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,5
MC_D,90,BF3,3,5788d9dc7676015bdad42714abfc36866ef9dde3,35383,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,90,BF3,3,0ab1ec29c0fb16023698a253b1a05c9bb55d6eef,943,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
MC_D,90,BF3,3,8631c8817a3e0f66abffa477be2f44653cfe0d60,393,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,5
