Sample_name,Locus,Hash,nReads,rank,kingdom,phylum,class,order,family,genus,species,taxon,Sample_label,sample,tech,Run,source,EGC_ID,site_month,mc_rm
61,BF3,acde8909b5bc310e2fe7c3c78f0acc1fc4b7144a,180,species,Metazoa,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Eogammarus,Eogammarus confervicolus,Eogammarus confervicolus,WACO21-261-a,WACO21-261,1,5,Samples,WACO.2021.261,Stackpole-Jul,0
62,BF3,7542298ff77e2a821b8ef59f48bb3d4e03f356ee,2010,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-261-b,WACO21-261,2,5,Samples,WACO.2021.261,Stackpole-Jul,0
62,BF3,615353d8c93c88d9a9d3dff7ca38a44fe8b35333,643,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,WACO21-261-b,WACO21-261,2,5,Samples,WACO.2021.261,Stackpole-Jul,0
62,BF3,acde8909b5bc310e2fe7c3c78f0acc1fc4b7144a,500,species,Metazoa,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Eogammarus,Eogammarus confervicolus,Eogammarus confervicolus,WACO21-261-b,WACO21-261,2,5,Samples,WACO.2021.261,Stackpole-Jul,0
62,BF3,de60df255d9d83e14f1ae0918b54f592b41ec22f,59,species,Metazoa,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Eogammarus,Eogammarus confervicolus,Eogammarus confervicolus,WACO21-261-b,WACO21-261,2,5,Samples,WACO.2021.261,Stackpole-Jul,0
63,BF3,5cc5bda34a61687ff23dd35422f3f67055889af9,433,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-261-c,WACO21-261,3,5,Samples,WACO.2021.261,Stackpole-Jul,1
63,BF3,7542298ff77e2a821b8ef59f48bb3d4e03f356ee,123,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-261-c,WACO21-261,3,5,Samples,WACO.2021.261,Stackpole-Jul,0
63,BF3,615353d8c93c88d9a9d3dff7ca38a44fe8b35333,2870,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,WACO21-261-c,WACO21-261,3,5,Samples,WACO.2021.261,Stackpole-Jul,0
63,BF3,acde8909b5bc310e2fe7c3c78f0acc1fc4b7144a,1781,species,Metazoa,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Eogammarus,Eogammarus confervicolus,Eogammarus confervicolus,WACO21-261-c,WACO21-261,3,5,Samples,WACO.2021.261,Stackpole-Jul,0
63,BF3,f6d2a786794deb0a37e8202eff2689baebd11580,352,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,NA,Hemigrapsus,WACO21-261-c,WACO21-261,3,5,Samples,WACO.2021.261,Stackpole-Jul,0
63,BF3,a8d242fd7ae798e29d9a481840ed0e70bbf34282,90,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,WACO21-261-c,WACO21-261,3,5,Samples,WACO.2021.261,Stackpole-Jul,0
68,BF3,1012f21c22fcbbff4c61ba466dfd4c8eba4237c2,1231,species,NA,NA,Phaeophyceae,Ectocarpales,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella washingtoniensis,WACO21-226-b,WACO21-226,2,5,Samples,WACO.2021.226,Stackpole-Jul,0
68,BF3,2bd73176ad58d5965d995ca05b6aaa6c345d77c4,358,family,NA,NA,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Chordariaceae,WACO21-226-b,WACO21-226,2,5,Samples,WACO.2021.226,Stackpole-Jul,0
68,BF3,5d430a4822c97037cec187439895c93b08ded386,356,family,NA,NA,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Chordariaceae,WACO21-226-b,WACO21-226,2,5,Samples,WACO.2021.226,Stackpole-Jul,0
70,BF3,7bcd262b430790f4ad4d5b5be8c5fec00c59f07a,11,species,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,Neoporphyra haitanensis,WACO21-262-a,WACO21-262,1,5,Samples,WACO.2021.262,Stackpole-Jul,0
70,BF3,494aa17f4c57af92daa45dc89f6b3e14a2abcda6,6,species,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,Neoporphyra haitanensis,WACO21-262-a,WACO21-262,1,5,Samples,WACO.2021.262,Stackpole-Jul,0
71,BF3,d5513c495748718579cd03d7b625ecb469a2b83d,12,species,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta,Polydora cornuta,WACO21-262-b,WACO21-262,2,5,Samples,WACO.2021.262,Stackpole-Jul,0
72,BF3,82eb0bcdcf88b18b8378afb56623045fdc7dc74e,2,family,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,WACO21-262-c,WACO21-262,3,5,Samples,WACO.2021.262,Stackpole-Jul,1
72,BF3,dfc5b30da93c7b7ff4f55d72f84780b17d8b3129,20,species,NA,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Neoporphyra,Neoporphyra haitanensis,Neoporphyra haitanensis,WACO21-262-c,WACO21-262,3,5,Samples,WACO.2021.262,Stackpole-Jul,0
72,BF3,d5513c495748718579cd03d7b625ecb469a2b83d,6,species,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,Polydora,Polydora cornuta,Polydora cornuta,WACO21-262-c,WACO21-262,3,5,Samples,WACO.2021.262,Stackpole-Jul,0
77,BF3,b190d3383e5cf36cac29223aba6ce7c4ad5bb5ea,2,species,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Moinidae,Moina,Moina sp. ARRV-2013,Moina sp. ARRV-2013,WACO21-662-b,WACO21-662,2,5,Samples,WACO.2021.662,Stackpole-Sep,0
79,BF3,4964f8a91b348ee32abd6c336adc9fd275a515f6,332,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,WACO21-664-a,WACO21-664,1,5,Samples,WACO.2021.664,Stackpole-Sep,0
79,BF3,f6312708dc1d330ae9e263abb59dd67a7c95a149,52,species,Viridiplantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,WACO21-664-a,WACO21-664,1,5,Samples,WACO.2021.664,Stackpole-Sep,0
90,BF3,5788d9dc7676015bdad42714abfc36866ef9dde3,35383,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,fd21a4a69e41031e050b80c96a578a2b0e1575ad,22256,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,41384eb53ebdac9ad36e75109961bdacfada2509,12074,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,35bcbb88b7a1827e9131054759e25603a6ef1e4b,11869,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,5cc5bda34a61687ff23dd35422f3f67055889af9,16001,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,fa07c137c879896a4b3550b677aac7c27dd4f250,2214,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,fdc80ae5c5d103b2e88889628d1e88288fe07089,5065,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,4795,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,0ab1ec29c0fb16023698a253b1a05c9bb55d6eef,943,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,5912de453e37344840868fe7776e6f84659742f2,1946,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus oregonensis,Hemigrapsus oregonensis,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,85ae8b995a1c9e5d9f4b6e265538078035f220d2,712,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,aee053d6803cdb5a8171495d7b79efae9b68c8f7,662,family,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,8631c8817a3e0f66abffa477be2f44653cfe0d60,393,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,03b43dad6d40a4c17a2f64069afcc82a9a4ec886,299,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,befec3cb525983c44fa97460953a90ff584b8d47,302,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,9723040507573295908370f302b0a00c5c28f813,182,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,2709a4d571ff42851d46d65445d311688eec7689,279,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,684810f8d05a81ac45c0f6b21180c2a1700b5b29,283,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,f1b6cbe188bc13d30320ad0d31d6b4a5b602218f,184,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,236bca3206ed3c0579926bb1ee98706ea6e8e5d4,146,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,bd4bfd82c9d2e9197acdcb72a61e091f01ea2247,212,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,42,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,4ad6c700ef839622bedc3a38054b9536e8eaf552,76,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,095a1db4868c8536e38474706caa7dc687c80a88,29,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,8915199be581c0c61e335c81d4f669ae34b63cd3,38,genus,Metazoa,Chordata,Actinopteri,Perciformes,Agonidae,Bathyagonus,NA,Bathyagonus,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,5063322535c4f9af1322193a29f070001788c0f8,38,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,1213612785627a26f9995b9f29b2f7daf628ab3a,54,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon crangon,Crangon crangon,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,e98cca2f8f132f63a4e0497920cae32cf0c5a677,66,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,Carcinus maenas,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,c3608e3bbd051a827c3ba97daff98692490e6fc8,60,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,e77f991d4257d06ecfc262cd80db694f09d175cd,27,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,921a619530265c77845aff59fa0e09fb1ca270cb,19,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,c83c18383ae13d277c6282da9a6a7b9ef53c4e0a,16,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,e0254b419ae70e17fc3a775368743fa8773609c4,32,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,Metacarcinus magister,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,9350764a853200e43866e583cec74382bfda6859,18,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,0f198e638797d252f6c09380f0d9b222a23bf815,14,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,46058688dff6ad0c446936715da0b6d461d66ff4,27,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,fc127fcfc249e1ae3bf9d34034d47799adeaa313,10,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon crangon,Crangon crangon,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,bd1e03e7dfbb119d2e32b9db343ee4e6ed4f0915,17,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,186b554f89da35730269f805e1bbcbc09b638a7a,13,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,9472679b6ab9f5e64d106e1357452d61ad3b45e7,16,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,57f93ec05f3192f667645192b0cab92062bf5414,9,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,2fb6c3f73f50f1f0a92c54b33894c447c950edae,2,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,e3f0464ce4a47a69539d89096334ce3bf133d18b,12,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,6c1b6742b9478e288e27a0e5d00f900e042a6866,10,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,60a76d41f52cd47e97e8b91e91e4d5fbb0e9ea0a,9,species,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,Crangon franciscorum,Crangon franciscorum,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,ad069a8142674ffb0642a137bdc4097f9388cbe5,13,genus,Metazoa,Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,NA,Crangon,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,55ac7d24233f60401f95150e5254ff1db05c1f3e,9,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,bd142f84a46575992b710554a9fef84ea3822931,7,species,Metazoa,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
90,BF3,699ece16ec0179fa439a9e73c9f4dd4034c5f3ec,2,species,Metazoa,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,Gadus chalcogrammus,WACO21-MC_D-c,MC_D,3,5,Mock Community,NA,NA,1
85,BF3,fd21a4a69e41031e050b80c96a578a2b0e1575ad,38766,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,41384eb53ebdac9ad36e75109961bdacfada2509,40217,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,35bcbb88b7a1827e9131054759e25603a6ef1e4b,28387,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,fdc80ae5c5d103b2e88889628d1e88288fe07089,16122,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,12849,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,85ae8b995a1c9e5d9f4b6e265538078035f220d2,3688,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,aee053d6803cdb5a8171495d7b79efae9b68c8f7,3088,family,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,996,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,24329888e20b63e52c9b1d5607db61741a292db9,787,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,9723040507573295908370f302b0a00c5c28f813,384,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,cb78c0621986feeaabb95bfa7e7749886ef4d946,452,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,504bee3b87acb1718dc9397b385a50174c656db2,386,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,11bc5b4f80a0f346a1cc03a86a26dd4313bff62a,169,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,8915199be581c0c61e335c81d4f669ae34b63cd3,103,genus,Metazoa,Chordata,Actinopteri,Perciformes,Agonidae,Bathyagonus,NA,Bathyagonus,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,82eb0bcdcf88b18b8378afb56623045fdc7dc74e,68,family,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,9621bbb99f812f5d985eed2a3aed85ed459fd769,38,species,Metazoa,Chordata,Actinopteri,Perciformes,Cyclopteridae,Cyclopterus,Cyclopterus lumpus,Cyclopterus lumpus,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,33226f03a52648caae55e5b0895cd39b2e9fca2e,13,species,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus,Parophrys vetulus,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,cbd9b1e45c0bb094c2698bb9a2c137897b05503c,10,species,Metazoa,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Platichthys stellatus,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,bd142f84a46575992b710554a9fef84ea3822931,2,species,Metazoa,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,51c03db164ed311587979bd08ec6035fc9773530,6,order,Metazoa,Chordata,Actinopteri,Perciformes,NA,NA,NA,Perciformes,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,f57eabd117374dfe16a07cb905319c7ab6539e44,5,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
85,BF3,d35fe2c89ed59d62b3d2d5123f3d668235168bb8,2,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Taurulus,Taurulus bubalis,Taurulus bubalis,WACO21-MC_C-a,MC_C,1,5,Mock Community,NA,NA,1
86,BF3,fd21a4a69e41031e050b80c96a578a2b0e1575ad,32552,species,Metazoa,Chordata,Actinopteri,NA,Embiotocidae,Cymatogaster,Cymatogaster aggregata,Cymatogaster aggregata,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,41384eb53ebdac9ad36e75109961bdacfada2509,34581,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,35bcbb88b7a1827e9131054759e25603a6ef1e4b,24346,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,fdc80ae5c5d103b2e88889628d1e88288fe07089,13991,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,7e7ae42efc9e7b56783c47f09c146656a8e3d3fc,10735,genus,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Cottus,NA,Cottus,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,85ae8b995a1c9e5d9f4b6e265538078035f220d2,3581,species,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,Ruditapes philippinarum,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,aee053d6803cdb5a8171495d7b79efae9b68c8f7,2958,family,Viridiplantae,Streptophyta,Magnoliopsida,Alismatales,Zosteraceae,NA,NA,Zosteraceae,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,625efb43fbfcd791c8bf7a26b11c90fa4a545c38,1004,species,Metazoa,Mollusca,Gastropoda,NA,Batillariidae,Batillaria,Batillaria attramentaria,Batillaria attramentaria,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,24329888e20b63e52c9b1d5607db61741a292db9,743,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,9723040507573295908370f302b0a00c5c28f813,413,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,cb78c0621986feeaabb95bfa7e7749886ef4d946,407,species,Metazoa,Chordata,Actinopteri,Perciformes,Cottidae,Leptocottus,Leptocottus armatus,Leptocottus armatus,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
86,BF3,504bee3b87acb1718dc9397b385a50174c656db2,341,genus,Metazoa,Mollusca,Bivalvia,Myida,Myidae,Mya,NA,Mya,WACO21-MC_C-b,MC_C,2,5,Mock Community,NA,NA,1
