MiSeqRun,Sample_name,sample_id,Hash,nReads
4,1,WACO21-639-a,c0e273632b55580928f6b18442342bd05e434bae,25
4,1,WACO21-639-a,2a09c9a5ea337f9ec2b2d067536ed5a5d88d0c0e,24
4,1,WACO21-639-a,ef1515e5639ecd70c7213592f905a6cff589dd1c,23
4,1,WACO21-639-a,5049bd00135f9b1fa1b0f84dcb5d9fdbace1b37a,23
4,1,WACO21-639-a,f5f62066f7bb57eac5bd35e07770a513adbaaf52,21
4,1,WACO21-639-a,d38cee4bc4bbbf5d690609b267a00e043c4eead7,13
4,1,WACO21-639-a,f4c116347252563887f280815b3b9283e7861797,20
4,1,WACO21-639-a,23921ed33149bfd1eeb4077dcd17c8b0c5c85dfb,4
4,1,WACO21-639-a,3b6a0b88fd847a80b11caa742b12dbc0f3be8331,19
4,1,WACO21-639-a,7c0b185840e227ce9320ae36d3211d524d142114,19
4,1,WACO21-639-a,6cf6e6fb43abf5ad5e735490d10259bc331550f3,16
4,1,WACO21-639-a,ed3df36fafd4eb283a1bcbbca057cb203763292a,18
4,1,WACO21-639-a,3aa7038de83c11a799989ed03f7a2d452da24d3b,17
4,1,WACO21-639-a,302ba236f837f66220fcda9a4288c4c932981d53,16
4,1,WACO21-639-a,b6d2098d87e19e36e7b30279ff236f646aa3c114,15
4,1,WACO21-639-a,f85007ebb26678d0aab2bac084d459290a53d1ef,15
4,1,WACO21-639-a,bf30a4761dbd5545b1b102a268761a515dc4636c,14
4,1,WACO21-639-a,eb1eb28f5ac07d9ac5eee60160863dec1686d9d6,14
4,1,WACO21-639-a,943985129725a2d63fcd394cbe7d56f947b654aa,13
4,1,WACO21-639-a,e6d63b52a9f3a45eaa8fdb8a4368c1d668589cda,13
4,1,WACO21-639-a,4bc558a7f48c4e27b884170951dadb5153f58fe7,12
4,1,WACO21-639-a,cc4348c98d9667d343fb34cd2becaa35e1cb897e,12
4,1,WACO21-639-a,31748ca3d061451a58943aa3691a722743f7a0a0,12
4,1,WACO21-639-a,f04827b7aee89f0bd661f76fcb9594b60cf8b67f,12
4,1,WACO21-639-a,16596b85086f014ec68a0062a74173b8b0844516,11
4,1,WACO21-639-a,ba2f1780a425db7b548fe9a7a232ad4da64caf91,10
4,1,WACO21-639-a,1b338ad6323a0425d847458b81c07bca8e690961,10
4,1,WACO21-639-a,a13bc8a3639bc07faf57dd2b985972b89ff37137,5
4,1,WACO21-639-a,7c819c8b486f81624d7fa423611894c3586e7352,3
4,1,WACO21-639-a,b6271239ebcf9e805d5f5efb49f9ee6c31819dcb,9
4,1,WACO21-639-a,654f557925fac0fbb1406b663c4a4c22f2085cb6,9
